id,action
1,0.8938567327409183
2,0.9969756056652883
3,0.9984577972331958
4,0.9619011961969522
5,0.9995125673502345
6,0.9988464258489967
7,0.8910782889712433
8,0.9999980535268722
9,0.8040802958735138
10,0.93167881284393
11,0.9990517699091802
12,0.9447033064177492
13,0.9997376507977953
14,0.028027676714663663
15,0.9336739618358311
16,0.9823031554270503
17,0.024276405038042726
18,0.42330454971319187
19,0.9998840590191692
20,0.9999467167234188
21,0.9999765605051838
22,0.9881867553244574
23,0.9998958319037078
24,0.964037337980594
25,0.9999829681851773
26,0.6556283013484293
27,0.993484452686016
28,0.9998444935866097
29,0.9964791369188828
30,0.8251410919215516
31,0.9985246477173118
32,0.9933618160235778
33,0.9990607561463389
34,0.9974546797865609
35,0.9984099834073381
36,0.9996563058435745
37,0.9777733472298815
38,0.9999596469572093
39,0.9969995703895531
40,0.9619424802686255
41,0.06729402129657804
42,0.9995739312612834
43,0.9964836324039048
44,0.9992242051231222
45,0.9996449662057273
46,0.9869006996275625
47,0.9998420464904201
48,0.9992577878119013
49,0.9999973891692445
50,0.9889292275101034
51,0.7565678420057422
52,0.9978117687998723
53,0.9188458245058324
54,0.9996319728930733
55,0.9998935770182757
56,0.9999153286962134
57,0.9807637206341808
58,0.9988821782054678
59,0.9993929081291674
60,0.9998295132430852
61,0.9996561408902084
62,0.9999757688742744
63,0.9953668495523397
64,0.999706312656655
65,0.9999229173650335
66,0.977096845491602
67,0.9693842716121692
68,0.9999216082450937
69,0.9962575154168646
70,0.047132568853383315
71,0.9901804035969145
72,0.9942635318193606
73,0.9999254803079535
74,0.9997329254656429
75,0.9942034627076425
76,0.9985876867977406
77,0.9997023713051308
78,0.9434028998943127
79,0.10127039257994291
80,0.9998255043499308
81,0.9999143233947307
82,0.9995968875669641
83,0.9966082291971574
84,0.9993187124098389
85,0.9956099244183386
86,0.9991820327099953
87,0.9953449866708654
88,0.9996395291984024
89,0.9929394506881076
90,0.8267546688048231
91,0.9719339810865711
92,0.07246685142936697
93,0.9996845776498006
94,0.9995109077811402
95,0.9978847504221737
96,0.9999861780788861
97,0.24267851205950652
98,0.9994819547125015
99,0.971823855027648
100,0.9999412729882902
101,0.9511264805381849
102,0.6989747820362665
103,0.9979192254273396
104,0.9913920677576407
105,0.557768263281112
106,0.9971633044262711
107,0.9989754486568327
108,0.9987329652090344
109,0.999492121458335
110,0.998303916809117
111,0.7347590561234777
112,0.9976486524520469
113,0.9824084081513452
114,0.999836328034621
115,0.9987320873675474
116,0.9739557391117295
117,0.3278606729140086
118,0.9972571621201255
119,0.9999661109883526
120,0.9966762871612838
121,0.414225579204075
122,0.9994474529154316
123,0.9785998936503951
124,0.9998491442029075
125,0.9982418323416526
126,0.514159490203633
127,0.8107872395732796
128,0.8747355283427454
129,0.9995282012764963
130,0.9986219778578583
131,0.9984503350109467
132,0.9999148937205891
133,0.9985954543283408
134,0.6140757187829929
135,0.9997316707923671
136,0.9987733630915273
137,0.9977435406163008
138,0.8608427882753881
139,0.9960988765697952
140,0.9999350138681757
141,0.9994688204836594
142,0.999911324032094
143,0.9991456444681633
144,0.9968758368965378
145,0.9993967155981683
146,0.697845005913008
147,0.06119808539525724
148,0.20107596770508862
149,0.999740548236377
150,0.9962952847912151
151,0.9999146428903368
152,0.2890615732725236
153,0.9988819018726642
154,0.976967498966684
155,0.9986267457968953
156,0.9193548398545424
157,0.9983957643936815
158,0.9992034090877163
159,0.9755237820368726
160,0.964715675509682
161,0.9335577133167781
162,0.9981181252210727
163,0.9999704991549293
164,0.9990609814091109
165,0.9998764953765602
166,0.999939163001899
167,0.7634695918653819
168,0.9993779041093845
169,0.9990561163141499
170,0.9948878503956572
171,0.9984489214928122
172,0.9999111071525607
173,0.9419665279785635
174,0.9994966728304213
175,0.9993276902107545
176,0.999819792809842
177,0.9343477186989833
178,0.9946044193366834
179,0.9999803200858342
180,0.8520341979978592
181,0.17907836134070293
182,0.9956585744763956
183,0.15500530670022605
184,0.9950509659994763
185,0.998589896588042
186,0.35053042816770286
187,0.9999313081061081
188,0.9919562610298164
189,0.08994669202556704
190,0.9985496758664935
191,0.9999819091935125
192,0.9998751081273058
193,0.9998442162981318
194,0.9998541774265481
195,0.9741357117604437
196,0.9992278039600804
197,0.9972664564985991
198,0.9670162500017133
199,0.9996736278667365
200,0.21019663966338786
201,0.9998151642406333
202,0.999788035194727
203,0.9762101830028023
204,0.9671078651298954
205,0.9998796352645289
206,0.9982619801689144
207,0.9981440502330765
208,0.9982436649239252
209,0.08967183285600952
210,0.6776860650334783
211,0.7626445186359287
212,0.9985804987405542
213,0.9993375333799636
214,0.994640842554096
215,0.9986024741404256
216,0.8000748668535939
217,0.7174737483805762
218,0.9998426967831509
219,0.9994623410473813
220,0.8231331403218571
221,0.0015877002220464303
222,0.9994445120714658
223,0.9994511859084643
224,0.9992243071550098
225,0.6278116398170639
226,0.3072662650671526
227,0.9962850253836735
228,0.9991924254498996
229,0.9994336082883448
230,0.9907522191567162
231,0.9961756655107211
232,0.9966082807153361
233,0.9736055302880422
234,0.004231936285224727
235,0.8716989513942498
236,0.98703502822585
237,0.7247703585263858
238,0.6306834157575253
239,0.9696158137115627
240,0.996922996221289
241,0.9888091135919943
242,0.2320326143166045
243,0.14434969618766677
244,0.957813571764394
245,0.9931564527022099
246,0.9999782984209074
247,0.9980746344842399
248,0.9948434460641118
249,0.9782989045181038
250,0.9977964847138189
251,0.9994428873746087
252,0.24663898142221904
253,0.9998380301012941
254,0.9994313400925783
255,0.9996182702713842
256,0.996432203798778
257,0.999849206692805
258,0.9401006161240621
259,0.7153740395471052
260,0.9984692575295081
261,0.5978972549855258
262,0.9983300441298973
263,0.9995361905576462
264,0.9988501113832371
265,0.99057811175932
266,0.9986999140737897
267,0.14926691855539914
268,0.9997104185625894
269,0.755679603367482
270,0.9984523264941927
271,0.9845383784238033
272,0.9998518878516348
273,0.9861394883593706
274,0.04497452602409649
275,0.999475170410796
276,0.852931848993541
277,0.9859750358885657
278,0.9999639652901376
279,0.530114745599258
280,0.13694287237460243
281,0.9999526062596461
282,0.998614743942206
283,0.09072690186572847
284,0.9367187129485466
285,0.9996284584518523
286,0.9876198528234806
287,0.9999981522390141
288,0.9997769039741471
289,0.9997117907287023
290,0.9851137529526457
291,0.03431458962977388
292,0.5034445170685523
293,0.9996005278639378
294,0.9915696682464519
295,0.9892367454986274
296,0.3595530866677114
297,0.033066248898893126
298,0.8179779165947263
299,0.2825968576556838
300,0.998272740369659
301,0.024850857514353168
302,0.999863775809857
303,0.8662173548676299
304,0.9629989639987628
305,0.9659156643836118
306,0.9989370566507078
